kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,keyword_text,match_type,target_expression
budget_changed,64162594622419,64162594622419,,budget.amount,200.0,400.0,,,
budget_changed,144700538689430,144700538689430,,budget.amount,300.0,450.0,,,
budget_changed,135646867249275,135646867249275,,budget.amount,200.0,300.0,,,
bid_changed,120097466969551,150713781510927,209382661880243,bid,7.15,7.36,office cleaner,BROAD,
bid_changed,179585271623436,150713781510927,209382661880243,bid,7.25,7.47,kitchen floor cleaner,BROAD,
bid_changed,221922098295157,150713781510927,209382661880243,bid,8.63,8.89,steam cleaner,BROAD,
bid_changed,45267504792296,250616391592575,252831494437537,bid,15.86,16.97,+air +purifier +with +humidifier,BROAD,
bid_changed,158294670491950,72509107551772,171579576228213,bid,14.12,14.54,heating pad for periods,PHRASE,
bid_changed,226639238335266,88295895045623,21493669818324,bid,10.12,10.89,+hair +straightening +brush,BROAD,
bid_changed,152775200778531,64162594622419,193973551585998,bid,15.4,16.12,steam cleaner,EXACT,
bid_changed,205341905550013,150713781510927,209382661880243,bid,10.57,10.89,nexlev steam cleaner,BROAD,
bid_changed,135884850016544,188809688823378,279637888178746,bid,12.0,13.89,nexlev steamers,PHRASE,
bid_changed,148469101667897,1772038670719,92117800066434,bid,27.67,28.22,steamer cleaner,EXACT,
bid_changed,219780861532941,150713781510927,209382661880243,bid,3.58,3.69,steam cleaning tools,BROAD,
bid_changed,156461129852114,150713781510927,209382661880243,bid,7.25,7.47,grime cleaner,BROAD,
bid_changed,94836848502626,188809688823378,279637888178746,bid,12.0,13.89,nexlev mop steamer,PHRASE,
bid_changed,111179186313848,250616391592575,252831494437537,bid,15.86,16.97,+air +purifier +filter,BROAD,
bid_changed,99306386564336,150713781510927,209382661880243,bid,11.01,11.34,grease cleaner,BROAD,
bid_changed,71565460012703,150713781510927,209382661880243,bid,10.36,10.67,sink cleaner,BROAD,
bid_changed,184976145631483,1772038670719,92117800066434,bid,2.46,2.51,steam cleaner,EXACT,
bid_changed,107068509980777,1772038670719,92117800066434,bid,24.32,24.81,steam vacuum cleaner,PHRASE,
bid_changed,205757193145734,250616391592575,252831494437537,bid,15.86,16.97,+air +purifier +for +pet +hair,BROAD,
bid_changed,47018697875967,169438560915781,174159719468008,bid,16.76,17.93,spot cleaner,EXACT,
bid_changed,139618186098474,1772038670719,92117800066434,bid,5.0,5.1,steamer for car cleaning,EXACT,
bid_changed,204710004105336,1772038670719,92117800066434,bid,39.6,40.39,steam cleaner for home,EXACT,
bid_changed,190984308639736,150713781510927,209382661880243,bid,3.44,3.54,window pane cleaner,BROAD,
bid_changed,94971324735879,25966642996308,9481469659577,bid,17.12,18.12,steamer for cleaning,PHRASE,
bid_changed,166607249069356,1772038670719,92117800066434,bid,5.45,5.56,nexlev steam cleaner for home cleaning,EXACT,
bid_changed,205967192721994,159789836674912,260921599855795,bid,14.77,15.51,sofa vacuum cleaner,EXACT,
bid_changed,121696876505259,1772038670719,92117800066434,bid,45.32,46.23,steam cleaner home cleaning,PHRASE,
bid_changed,42345375428967,159789836674912,260921599855795,bid,18.73,19.67,sofa cleaner machine,EXACT,
bid_changed,59349429583757,159789836674912,260921599855795,bid,14.33,15.05,mini vacuum cleaner for home dust,EXACT,
bid_changed,158864483099138,188809688823378,279637888178746,bid,12.0,13.89,nexlev steamer for home,PHRASE,
bid_changed,189167062717607,150713781510927,209382661880243,bid,3.52,3.63,multipurpose steam cleaner,BROAD,
bid_changed,76176074858662,250616391592575,252831494437537,bid,15.86,16.97,+room +air +purifier +for +home,BROAD,
bid_changed,208433565688928,1772038670719,92117800066434,bid,41.56,42.39,nexlev steam cleaner,EXACT,
bid_changed,259534226684731,150713781510927,209382661880243,bid,7.37,7.59,highpower steam cleaner,BROAD,
bid_changed,53362424545269,150713781510927,209382661880243,bid,7.25,7.47,home steam cleaner,BROAD,
bid_changed,268992595531343,1772038670719,92117800066434,bid,38.3,39.07,shine steam cleaner,PHRASE,
bid_changed,200934527704918,1772038670719,92117800066434,bid,8.0,8.16,kitchen steam cleaner,PHRASE,
bid_changed,218073595680656,1772038670719,92117800066434,bid,20.32,20.73,steam cleaner machine,EXACT,
bid_changed,279624547114851,1772038670719,92117800066434,bid,18.34,18.71,steam vacuum cleaner,EXACT,
bid_changed,89497974981836,150713781510927,209382661880243,bid,6.41,6.6,water stain cleaner,BROAD,
bid_changed,196649054831163,88295895045623,21493669818324,bid,10.12,10.89,+hair +straightener +comb +brush,BROAD,
bid_changed,20109989342860,72509107551772,171579576228213,bid,15.23,15.69,period pain relief device,PHRASE,
bid_changed,157601025879057,1772038670719,92117800066434,bid,48.38,49.35,nextlev steam cleaner for home,EXACT,
bid_changed,89149055621066,250616391592575,252831494437537,bid,15.86,16.97,+top +5 +air +purifier +in +india,BROAD,
bid_changed,21115689728036,169438560915781,174159719468008,bid,15.33,16.4,spot cleaning vacuum cleaner,EXACT,
bid_changed,193882701570461,64162594622419,193973551585998,bid,15.4,16.12,steam cleaner for home,EXACT,
bid_changed,92123278088044,159789836674912,260921599855795,bid,14.41,15.13,vacuum cleaner for sofa and bed,EXACT,
bid_changed,151061108129202,72509107551772,171579576228213,bid,15.23,15.69,period massager for women,PHRASE,
bid_changed,195757002721457,1772038670719,92117800066434,bid,40.7,41.51,steam cleaner,PHRASE,
bid_changed,115896077648497,25966642996308,9481469659577,bid,17.12,18.12,steam cleaning machine,PHRASE,
bid_changed,252437987121934,25966642996308,9481469659577,bid,17.12,18.12,steam mops for floor cleaning,PHRASE,
bid_changed,210235552312630,150713781510927,209382661880243,bid,5.06,5.21,chimney cleaner,BROAD,
bid_changed,62504300750862,150713781510927,209382661880243,bid,8.24,8.49,steam cleaning accessories,BROAD,
bid_changed,268435152284717,25966642996308,9481469659577,bid,17.12,18.12,steam vacuum cleaner for home,PHRASE,
bid_changed,108670153773247,150713781510927,209382661880243,bid,8.77,9.03,portable steam cleaner,BROAD,
bid_changed,10916547927626,72509107551772,171579576228213,bid,15.23,15.69,menstrual heating pad,PHRASE,
bid_changed,142881984755176,145113579378883,514242159816444,bid,8.0,8.7,,,ASIN_ACCESSORY_RELATED=None
bid_changed,144145392829792,78865936372293,334363130813331,bid,12.3,12.98,,,ASIN_ACCESSORY_RELATED=None
bid_changed,240668302966396,78865936372293,334363130813331,bid,12.3,12.98,,,QUERY_HIGH_REL_MATCHES=None
bid_changed,53004143369219,213956901383722,134061055105559,bid,19.12,20.89,,,ASIN_SAME_AS=B0BQF5Y81T
bid_changed,110334411706915,115226008919252,234047320997880,bid,16.12,17.45,,,ASIN_SAME_AS=B0GQSZWWVP
bid_changed,230036251339590,78865936372293,334363130813331,bid,12.3,12.98,,,QUERY_BROAD_REL_MATCHES=None
bid_changed,894369700722,261445723849981,548222041991740,bid,,9.0,,,QUERY_BROAD_REL_MATCHES=None
bid_changed,231804816346474,261445723849981,548222041991740,bid,,9.0,,,ASIN_SUBSTITUTE_RELATED=None
bid_changed,224332838663148,115226008919252,234047320997880,bid,16.12,17.45,,,ASIN_SAME_AS=B0GQSWCXGZ
bid_changed,28277343482732,145113579378883,514242159816444,bid,8.0,8.7,,,QUERY_HIGH_REL_MATCHES=None
bid_changed,144085866833771,109356094982496,29995822162640,bid,9.23,10.46,,,ASIN_SAME_AS=B0F7HDG2V6
bid_changed,178289836164476,263463612387923,251053280095233,bid,14.34,15.12,,,ASIN_SAME_AS=B088HQ7864
bid_changed,278941651717414,263463612387923,251053280095233,bid,14.34,15.12,,,ASIN_SAME_AS=B075F5BB3C
bid_changed,236260672752433,230842544268186,75159370864095,bid,16.86,17.45,,,ASIN_SAME_AS=B0DH82R1T7
bid_changed,238338769885415,213956901383722,134061055105559,bid,19.12,20.89,,,ASIN_SAME_AS=B0DQ5K1YFW
bid_changed,185863400808821,109356094982496,29995822162640,bid,9.23,10.46,,,ASIN_SAME_AS=B0DFC5G3D5
bid_changed,243193424036197,78865936372293,334363130813331,bid,12.3,12.98,,,ASIN_SUBSTITUTE_RELATED=None
bid_changed,37182363492790,261445723849981,548222041991740,bid,,9.0,,,ASIN_ACCESSORY_RELATED=None
bid_changed,204708240398603,145113579378883,514242159816444,bid,8.0,8.7,,,QUERY_BROAD_REL_MATCHES=None
